id,name,ms_id,distance,time_minute,ton_price,created_at,updated_at,km_fact,найдено,locality,region,type,population,coords,source,sourceID,route
119,Видное 54 км Красногвардейский,a65a4d5f-5c8e-11ea-0a80-052c001d89ca,54,65,,2024-03-04 20:22:54,2024-03-04 20:22:54,0,да,Видное,Красногвардейский,посёлок,740,"45.4953063,34.3373748",geocode,,63.59
120,Викторовка 63 км Бахчисарайский,a65a4ed1-5c8e-11ea-0a80-052c001d89cb,63,76,,2024-03-04 20:22:54,2024-03-04 20:22:54,0,да,Викторовка,Бахчисарайский,село,736,"44.7866682,33.8008038",geocode,,29.66
121,Вилино 74 км Бахчисарайский,a65a5016-5c8e-11ea-0a80-052c001d89cc,74,89,,2024-03-04 20:22:54,2024-03-04 20:22:54,0,да,Вилино,Бахчисарайский,село,6960,"44.844875,33.654823",yandex,117533,36.92
122,Винницкое 54 км Симферопольский,a65a514d-5c8e-11ea-0a80-052c001d89cd,54,65,,2024-03-04 20:22:54,2024-03-04 20:22:54,0,да,Винницкое,Симферопольский,село,1048,"44.981682,33.735035",yandex,117536,28.97
123,Виноградное 128 км Феодосия,a65a5290-5c8e-11ea-0a80-052c001d89ce,128,154,,2024-03-04 20:22:54,2024-03-04 20:22:54,0,да,Виноградное,Феодосия,село,223,"45.0277168,35.3167246",geocode,,96.05
124,Виноградное 173 км Ленинский,a65a5405-5c8e-11ea-0a80-052c001d89cf,173,208,,2024-03-04 20:22:54,2024-03-04 20:22:54,0,да,Виноградное,Ленинский,село,1044,"45.293114,35.845917",yandex,176901,142.21
125,Виноградное 81 км Алушта,a65a554a-5c8e-11ea-0a80-052c001d89d0,81,98,,2024-03-04 20:22:54,2024-03-04 20:22:54,0,да,Виноградное,Алушта,село,274,"44.673392,34.3969495",geocode,,38.49
126,Виноградное 114 км Ялта,a65a5688-5c8e-11ea-0a80-052c001d89d1,114,137,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Виноградное,Ялта,пгт,1508,"44.4837753,34.1243235",geocode,,51.67
127,Виноградово 57 км Сакский,a65a57b9-5c8e-11ea-0a80-052c001d89d2,57,69,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Виноградово,Сакский,село,881,"45.392258,33.644829",yandex,177067,60.92
128,Витино 88 км Сакский,a65a5943-5c8e-11ea-0a80-052c001d89d3,88,106,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Витино,Сакский,село,627,"45.208511,33.153133",yandex,27333,79.79
129,Вишенное 70 км Белогорский,a65a5a7d-5c8e-11ea-0a80-052c001d89d4,70,84,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Вишенное,Белогорский,село,1753,"45.144459,34.598579",yandex,176504,44.81
130,Вишнёвка 118 км Красноперекопский,a65a5bee-5c8e-11ea-0a80-052c001d89d5,118,142,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Вишнёвка,Красноперекопский,село,995,"45.958931,33.950569",yandex,176674,112.97
131,Вишнёвое 43 км Белогорский,a65a5e88-5c8e-11ea-0a80-052c001d89d6,43,52,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Вишнёвое,Белогорский,село,249,"45.026661,34.334553",yandex,216115,20.38
132,Вишняковка 76 км Красногвардейский,a65a622d-5c8e-11ea-0a80-052c001d89d7,76,92,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Вишняковка,Красногвардейский,село,308,"45.6182562,34.2424196",geocode,,75.32
133,Владимировка 150 км Черноморский,a65a63e4-5c8e-11ea-0a80-052c001d89d8,150,180,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Владимировка,Черноморский,село,262,"45.6513939,33.0248372",geocode,,114.83
134,Владимировка 50 км Белогорский,a65a664f-5c8e-11ea-0a80-052c001d89d9,50,60,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Владимировка,Белогорский,село,182,"45.1159083,34.294048",geocode,,24.07
135,Владимировка 47 км Сакский,a65a68a7-5c8e-11ea-0a80-052c001d89da,47,57,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Владимировка,Сакский,село,1261,"45.1463987,33.5755643",geocode,,46.74
136,Владимирово 61 км Красногвардейский,a65a6b20-5c8e-11ea-0a80-052c001d89db,61,74,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Владимирово,Красногвардейский,село,75,"45.4590768,34.429664",geocode,,62.38
137,Владиславовка 130 км Кировский,a65a6d50-5c8e-11ea-0a80-052c001d89dc,130,156,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Владиславовка,Кировский,село,3433,"45.165787,35.373192",yandex,27281,102.85
138,Владиславовка 73 км Нижнегорский,a65a7018-5c8e-11ea-0a80-052c001d89dd,73,88,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Владиславовка,Нижнегорский,село,839,"45.469131,34.595425",yandex,27282,69.7
139,Властное 93 км Сакский,a65a71a7-5c8e-11ea-0a80-052c001d89de,93,112,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Властное,Сакский,село,3,"45.397393,33.2612134",geocode,,82.58
140,Внуково 115 км Черноморский,a65a759b-5c8e-11ea-0a80-052c001d89df,115,138,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Внуково,Черноморский,село,439,"45.4770241,32.9766745",geocode,,105.84
141,Водное 42 км Симферопольский,a65a77f3-5c8e-11ea-0a80-052c001d89e0,42,51,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Водное,Симферопольский,село,875,"44.9396787,33.8493199",geocode,,19.78
142,Водопойное 162 км Черноморский,a65a7a8b-5c8e-11ea-0a80-052c001d89e1,162,195,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Водопойное,Черноморский,село,462,"45.590179,32.934895",yandex,216372,115.8
143,Водопойное 35 км Сакский,a65a7bfa-5c8e-11ea-0a80-052c001d89e2,35,42,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Водопойное,Сакский,село,288,"45.3166895,33.8072358",geocode,,46.97
144,Возрождение 104 км Кировский,a65a7d3e-5c8e-11ea-0a80-052c001d89e3,104,125,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Возрождение,Кировский,село,610,"45.1729698,35.0313506",dadata,,77.27
145,Воинка 102 км Красноперекопский,a65a7f0b-5c8e-11ea-0a80-052c001d89e4,102,123,,2024-03-04 20:22:55,2024-03-04 20:22:55,0,да,Воинка,Красноперекопский,село,4089,"45.868423,33.991955",yandex,27320,102.66
146,Войково 224 км Ленинский,a65a8167-5c8e-11ea-0a80-052c001d89e5,224,269,,2024-03-04 20:22:56,2024-03-04 20:22:56,0,да,Войково,Ленинский,село,4284,"45.380772,36.436066",yandex,27292,189.3
147,Войково 49 км Первомайский,a65a83c7-5c8e-11ea-0a80-052c001d89e6,49,59,,2024-03-04 20:22:56,2024-03-04 20:22:56,0,да,Войково,Первомайский,село,1694,"45.511845,33.877956",yandex,27293,65.04
148,Володино 111 км Джанкойский,a65a862e-5c8e-11ea-0a80-052c001d89e7,111,134,,2024-03-04 20:22:56,2024-03-04 20:22:56,0,да,Володино,Джанкойский,посёлок,0,"45.9410418,34.2829129",geocode,,111.29
149,Волочаевка 108 км Раздольненский,a65a8885-5c8e-11ea-0a80-052c001d89e8,108,130,,2024-03-04 20:22:56,2024-03-04 20:22:56,0,да,Волочаевка,Раздольненский,село,279,"45.6932224,33.4713464",geocode,,96.32
150,Волошино 123 км Армянск,a65a89db-5c8e-11ea-0a80-052c001d89e9,123,148,,2024-03-04 20:22:56,2024-03-04 20:22:56,0,да,Волошино,Армянск,село,152,"46.1130287,33.6463253",geocode,,134.24
151,Вольное 63 км Джанкойский,a65a8b29-5c8e-11ea-0a80-052c001d89ea,63,76,,2024-03-04 20:22:56,2024-03-04 20:22:56,0,да,Вольное,Джанкойский,пгт,1937,"45.564487,34.302277",yandex,176567,70.31
152,Воробьёво 83 км Сакский,a65a8c9e-5c8e-11ea-0a80-052c001d89eb,83,100,,2024-03-04 20:22:56,2024-03-04 20:22:56,0,да,Воробьёво,Сакский,село,1085,"45.329918,33.248383",yandex,27313,79.15
153,Ворон 140 км Судак,a65a8de7-5c8e-11ea-0a80-052c001d89ec,140,168,,2024-03-04 20:22:56,2024-03-04 20:22:56,0,да,Ворон,Судак,село,178,"44.8912951,34.8199286",geocode,,57
154,Воронки 91 км Раздольненский,a65a8f2b-5c8e-11ea-0a80-052c001d89ed,91,110,,2024-03-04 20:22:56,2024-03-04 20:22:56,0,да,Воронки,Раздольненский,село,91,"45.5855036,33.5322956",geocode,,83.64
155,Воронцовка 87 км Красноперекопский,a65a906a-5c8e-11ea-0a80-052c001d89ee,87,105,,2024-03-04 20:22:56,2024-03-04 20:22:56,0,да,Воронцовка,Красноперекопский,село,239,"45.8451791,33.7992596",geocode,,102.45
156,Восточное 110 км Советский,a65a91ca-5c8e-11ea-0a80-052c001d89ef,110,132,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Восточное,Советский,село,592,"45.219028,35.025249",yandex,216369,78.6
157,Восход 57 км Красногвардейский,a65a9301-5c8e-11ea-0a80-052c001d89f0,57,69,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Восход,Красногвардейский,село,4808,"45.509369,34.393456",yandex,27322,66.47
158,Восход 104 км Ялта,a65a9444-5c8e-11ea-0a80-052c001d89f1,104,125,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Восход,Ялта,пгт,481,"44.5132212,34.2156313",geocode,,49.22
159,Вулкановка 192 км Ленинский,a65a958e-5c8e-11ea-0a80-052c001d89f2,192,231,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Вулкановка,Ленинский,село,129,"45.140083,35.944462",yandex,29269,146.43
160,Выпасное 107 км Джанкойский,a65a97d5-5c8e-11ea-0a80-052c001d89f3,107,129,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Выпасное,Джанкойский,село,245,"45.878299,34.1774129",geocode,,103.58
161,Выпасное 67 км Первомайский,a65a9a5b-5c8e-11ea-0a80-052c001d89f4,67,81,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Выпасное,Первомайский,село,119,"45.6236264,33.9035512",geocode,,76.65
162,Высокогорное 123 км Ялта,a65a9d65-5c8e-11ea-0a80-052c001d89f5,123,148,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Высокогорное,Ялта,посёлок,134,"44.4657723,34.0902579",geocode,,53.65
163,Высокое 85 км Бахчисарайский,a65a9f06-5c8e-11ea-0a80-052c001d89f6,85,102,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Высокое,Бахчисарайский,село,151,"44.6348901,33.9559821",geocode,,36.65
164,Вязниково 218 км Ленинский,a65aa1c2-5c8e-11ea-0a80-052c001d89f7,218,262,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Вязниково,Ленинский,село,49,"45.1121171,36.2553578",geocode,,170.3
165,Гаршино 53 км Сакский,a65aa44b-5c8e-11ea-0a80-052c001d89f8,53,64,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Гаршино,Сакский,село,552,"45.217248,33.5917287",geocode,,49.89
166,Гаспра 119 км Ялта,a65aa67e-5c8e-11ea-0a80-052c001d89f9,119,143,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Гаспра,Ялта,пгт,10.774,"44.4353271,34.1121629",geocode,,57.03
167,Гвардейское 2 км Симферопольский,a65aa91d-5c8e-11ea-0a80-052c001d89fa,2,3,,2024-03-04 20:22:57,2024-03-04 20:22:57,2,да,Гвардейское,Симферопольский,пгт,12.589,"45.115753,34.014088",yandex,28676,19.82
168,Гвардейское 67 км Первомайский,a65aaae7-5c8e-11ea-0a80-052c001d89fb,67,81,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Гвардейское,Первомайский,село,772,"45.588989,33.979477",yandex,28675,71.86
169,Генеральское 74 км Алушта,a65aac31-5c8e-11ea-0a80-052c001d89fc,74,89,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Генеральское,Алушта,село,312,"44.676383,34.41005",geocode,,38.86
170,Георгиевка 111 км Советский,a65aad9d-5c8e-11ea-0a80-052c001d89fd,111,134,,2024-03-04 20:22:57,2024-03-04 20:22:57,0,да,Георгиевка,Советский,село,0,"45.2237435,35.0129442",dadata,,77.91
171,Геройское 35 км Сакский,a65aaf66-5c8e-11ea-0a80-052c001d89fe,35,42,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Геройское,Сакский,село,1740,"45.138084,33.746490",yandex,177068,34.9
172,Глазовка 231 км Ленинский,a65ab0ea-5c8e-11ea-0a80-052c001d89ff,231,278,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Глазовка,Ленинский,село,1018,"45.390903,36.581436",yandex,176906,200.6
173,Глинка 67 км Сакский,a65ab22f-5c8e-11ea-0a80-052c001d8a00,67,81,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Глинка,Сакский,село,646,"45.2821376,33.5309765",geocode,,58.08
174,Глубокий Яр 53 км Бахчисарайский,a65ab36a-5c8e-11ea-0a80-052c001d8a01,53,64,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Глубокий,Яр бахчисарайский,село,592,"44.7927957,33.9128897",geocode,,22.73
175,Головановка 71 км Белогорский,a65ab4ac-5c8e-11ea-0a80-052c001d8a02,71,86,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Головановка,Белогорский,село,510,"44.976868,34.628971",yandex,28696,41.71
176,Голубинка 82 км Бахчисарайский,a65ab5df-5c8e-11ea-0a80-052c001d8a03,82,99,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Голубинка,Бахчисарайский,село,1433,"44.594440,33.913845",yandex,176431,42
177,Голубой Залив 141 км Ялта,a65ab711-5c8e-11ea-0a80-052c001d8a04,141,170,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Голубой,Залив ялта,пгт,625,"44.4909462,34.1532686",geocode,,51.01
178,Горка 57 км Бахчисарайский,a65ab848-5c8e-11ea-0a80-052c001d8a05,57,69,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Горка,Бахчисарайский,село,0,"44.8877748,33.8655336",geocode,,19.67
179,Горлинка 76 км Белогорский,a65ab983-5c8e-11ea-0a80-052c001d8a06,76,92,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Горлинка,Белогорский,село,62,"45.0089647,34.7546389",geocode,,51.9
180,Горное 116 км Ялта,a65abb06-5c8e-11ea-0a80-052c001d8a07,116,140,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Горное,Ялта,посёлок,147,"44.4640828,34.1249606",geocode,,53.86
181,Горностаевка 196 км Ленинский,a65abc43-5c8e-11ea-0a80-052c001d8a08,196,236,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Горностаевка,Ленинский,село,2080,"45.277840,36.186115",yandex,28702,167.7
182,Григорьевка 45 км Красногвардейский,a65abd78-5c8e-11ea-0a80-052c001d8a09,45,54,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Григорьевка,Красногвардейский,село,288,"45.420752,34.1190806",geocode,,52.55
183,Гришино 65 км Первомайский,a65abeda-5c8e-11ea-0a80-052c001d8a0a,65,78,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Гришино,Первомайский,село,1755,"45.641846,33.830975",yandex,28735,79.94
184,Громовка 143 км Судак,a65ac01b-5c8e-11ea-0a80-052c001d8a0b,143,172,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Громовка,Судак,село,179,"44.8774915,34.7914102",geocode,,54.98
185,Громовка 59 км Сакский,a65ac15a-5c8e-11ea-0a80-052c001d8a0c,59,71,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Громовка,Сакский,село,11,"45.2687756,33.5970538",geocode,,53.19
186,Громово 129 км Черноморский,a65ac2ba-5c8e-11ea-0a80-052c001d8a0d,129,155,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Громово,Черноморский,село,321,"45.389030,32.869347",yandex,216373,108.22
187,Грушевка 120 км Судак,a65ac3ef-5c8e-11ea-0a80-052c001d8a0e,120,144,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Грушевка,Судак,село,2269,"44.850467,34.976183",geocode,,69.83
188,Грушевое 20 км Симферопольский,a65ac549-5c8e-11ea-0a80-052c001d8a0f,20,24,,2024-03-04 20:22:58,2024-03-04 20:22:58,0,да,Грушевое,Симферопольский,село,96,"45.0047248,34.0379362",geocode,,7.97
189,Грэсовский 27 км Симферополь,a65ac686-5c8e-11ea-0a80-052c001d8a10,18,22,,2024-03-04 20:22:58,2024-05-02 18:02:45,0,да,Грэсовский,Симферополь,пгт,9835,"44.9548828,34.1119703",geocode,,1.18
